frame_num,time_sec,brightness,contrast,visibility,curvature_m,offset_m
1811,1811,120.23,26.34,Moderate Fog/Overcast,27.52,0.779
1816,1816,117.05,26.61,Moderate Fog/Overcast,33.71,6.396
1821,1821,115.96,26.37,Moderate Fog/Overcast,47.22,0.824
1826,1826,116.80,25.96,Moderate Fog/Overcast,33.78,4.901
1831,1831,109.95,32.04,Clear,57.44,-9.901
1836,1836,113.20,26.01,Moderate Fog/Overcast,123.91,-8.925
1841,1841,105.43,39.08,Clear,82.13,-7.003
1846,1846,110.70,30.32,Clear,23.47,0.164
1851,1851,109.18,34.86,Clear,61.59,-0.129
1856,1856,116.61,29.96,Clear,239.17,-7.490
1861,1861,118.16,33.35,Clear,32.60,-0.442
1866,1866,124.15,31.71,Clear,57.39,0.514
1871,1871,119.11,32.11,Clear,104.66,-8.784
1876,1876,120.77,36.18,Clear,54.79,-1.059
1881,1881,126.48,30.85,Clear,50.76,1.595
1886,1886,125.05,31.33,Clear,106.89,1.297
1891,1891,124.03,32.47,Clear,26.12,0.096
1896,1896,122.33,36.81,Clear,65.50,-0.703
1901,1901,121.18,35.60,Clear,177.37,2.140
1906,1906,118.16,40.35,Clear,25.14,3.173
1911,1911,120.16,40.21,Clear,34.39,-2.554
1916,1916,121.14,37.70,Clear,34.50,-0.516
1921,1921,119.26,38.23,Clear,66.67,1.578
1926,1926,123.53,35.95,Clear,32.09,3.812
1931,1931,118.10,37.96,Clear,43.26,2.257
1936,1936,119.33,39.48,Clear,96.31,-0.042
1941,1941,118.35,40.41,Clear,35.68,4.310
1946,1946,119.77,33.31,Clear,35.03,-1.533
1951,1951,118.90,31.75,Clear,29.48,0.200
1956,1956,119.62,32.93,Clear,29.53,1.995
1961,1961,118.73,33.19,Clear,32.22,2.345
1966,1966,119.85,31.06,Clear,164.56,-3.295
1971,1971,120.79,29.62,Clear,177.98,1.226
1976,1976,122.96,28.59,Clear,44.51,-3.054
1981,1981,125.09,27.71,Moderate Fog/Overcast,36.29,2.693
1986,1986,125.07,29.14,Clear,34.86,3.731
1991,1991,121.41,32.70,Clear,127.12,2.523
1996,1996,120.70,31.83,Clear,58.18,-0.524
2001,2001,111.17,45.46,Clear,45.39,-2.218
2006,2006,117.46,32.55,Clear,108.17,-0.045
2011,2011,117.83,32.97,Clear,29.68,-1.320
2016,2016,115.66,34.11,Clear,28.22,1.627
2021,2021,114.21,34.80,Clear,48.86,-1.213
2026,2026,109.32,40.21,Clear,32.28,-6.259
2031,2031,111.92,36.56,Clear,30.27,3.191
2036,2036,114.76,35.77,Clear,64.97,7.154
2041,2041,110.35,40.79,Clear,155.27,13.111
2046,2046,115.18,37.50,Clear,30.30,-0.428
2051,2051,114.16,39.15,Clear,109.75,0.628
2056,2056,113.46,39.61,Clear,42.58,1.254
2061,2061,113.30,37.66,Clear,25.83,3.333
2066,2066,111.92,40.11,Clear,27.18,-0.008
2071,2071,110.28,39.14,Clear,163.07,-1.261
2076,2076,110.08,39.66,Clear,33.88,-5.806
2081,2081,110.93,40.20,Clear,28.90,3.796
2086,2086,111.25,37.05,Clear,40.27,3.306
2091,2091,111.88,38.76,Clear,26.21,3.385
2096,2096,112.97,36.28,Clear,60.27,-1.219
2101,2101,113.22,35.71,Clear,70.52,9.425
2106,2106,111.27,39.53,Clear,69.93,2.496
2111,2111,109.49,42.26,Clear,226.74,17.485
2116,2116,111.04,40.83,Clear,28.37,-1.783
2121,2121,112.60,35.42,Clear,28.09,0.230
2126,2126,113.13,36.08,Clear,31.40,2.340
2131,2131,114.07,36.26,Clear,28.39,-2.157
2136,2136,115.20,34.80,Clear,53.42,-1.269
2141,2141,116.57,34.53,Clear,52.44,0.574
2146,2146,114.22,34.83,Clear,38.56,-1.681
2151,2151,112.27,34.77,Clear,300.71,-0.767
2156,2156,112.52,33.08,Clear,56.66,-1.202
2161,2161,113.21,32.48,Clear,39.19,0.700
2166,2166,113.15,35.65,Clear,29.63,3.038
2171,2171,115.01,35.39,Clear,103.92,0.215
2176,2176,117.42,32.81,Clear,48.65,0.339
2181,2181,116.46,32.04,Clear,48.81,0.249
2186,2186,114.37,31.42,Clear,922.72,-1.136
2191,2191,112.99,32.49,Clear,26.49,0.427
2196,2196,112.83,32.14,Clear,172.48,-4.336
2201,2201,111.66,35.37,Clear,36.33,2.928
2206,2206,113.14,32.45,Clear,35.26,3.876
2211,2211,113.33,33.50,Clear,42.65,-3.569
2216,2216,113.33,34.03,Clear,29.55,1.017
2221,2221,113.28,35.29,Clear,71.82,0.511
2226,2226,113.89,34.63,Clear,26.19,3.786
2231,2231,110.19,36.43,Clear,49.34,-4.839
2236,2236,110.71,32.86,Clear,22.83,-0.201
2241,2241,111.00,33.96,Clear,36.52,1.345
2246,2246,114.28,32.06,Clear,35.97,0.241
2251,2251,115.81,32.96,Clear,31.36,1.751
2256,2256,118.16,33.59,Clear,41.93,-0.435
2261,2261,120.60,32.94,Clear,79.39,-2.454
2266,2266,120.36,33.27,Clear,36.96,0.434
2271,2271,120.96,34.09,Clear,28.81,-0.008
2276,2276,122.00,33.36,Clear,44.00,-0.288
2281,2281,124.98,33.71,Clear,41.57,-0.686
2286,2286,120.32,33.52,Clear,36.58,-0.759
2291,2291,113.79,35.31,Clear,31.39,-2.705
2296,2296,114.59,29.91,Clear,32.92,-5.735
2301,2301,126.83,27.34,Moderate Fog/Overcast,510.77,-0.697
2306,2306,127.73,24.62,Moderate Fog/Overcast,31.27,-3.758
2311,2311,127.20,26.81,Moderate Fog/Overcast,82.88,4.146
2316,2316,124.21,19.92,Moderate Fog/Overcast,43.40,2.045
2321,2321,117.35,23.57,Moderate Fog/Overcast,27.86,-1.706
2326,2326,122.10,24.92,Moderate Fog/Overcast,802.98,-31.206
2331,2331,125.33,27.88,Moderate Fog/Overcast,38.94,-6.780
2336,2336,122.25,26.13,Moderate Fog/Overcast,53.21,5.195
2341,2341,117.41,27.81,Moderate Fog/Overcast,20.18,-1.030
2346,2346,118.13,31.27,Clear,87.11,0.098
2351,2351,123.52,28.19,Clear,54.45,3.684
2356,2356,121.86,28.00,Moderate Fog/Overcast,38.62,2.022
2361,2361,118.33,22.93,Moderate Fog/Overcast,37.55,5.815
2366,2366,111.65,28.71,Clear,79.61,-3.190
2371,2371,113.24,24.46,Moderate Fog/Overcast,158.78,0.796
2376,2376,114.12,23.11,Moderate Fog/Overcast,82.69,1.595
2381,2381,116.89,25.63,Moderate Fog/Overcast,85.75,-6.673
2386,2386,114.77,24.62,Moderate Fog/Overcast,32.60,-2.304
2391,2391,114.10,24.60,Moderate Fog/Overcast,1011.16,-33.004
2396,2396,113.56,24.59,Moderate Fog/Overcast,26.18,-0.269
2401,2401,113.06,19.88,Moderate Fog/Overcast,79.53,-8.072
2406,2406,113.48,19.74,Moderate Fog/Overcast,42.20,1.923
2411,2411,114.73,19.02,Moderate Fog/Overcast,58.53,6.659
2416,2416,116.34,18.54,Moderate Fog/Overcast,34.94,0.753
2421,2421,118.79,17.94,Moderate Fog/Overcast,52.69,-0.119
2426,2426,118.27,18.19,Moderate Fog/Overcast,86.70,0.340
2431,2431,115.61,20.47,Moderate Fog/Overcast,195.32,1.252
2436,2436,124.29,21.32,Moderate Fog/Overcast,144.15,-10.029
2441,2441,115.98,20.74,Moderate Fog/Overcast,29.17,-2.939
2446,2446,116.40,19.29,Moderate Fog/Overcast,169.84,-11.058
2451,2451,116.49,19.84,Moderate Fog/Overcast,46.97,-2.243
2456,2456,114.60,21.26,Moderate Fog/Overcast,40.95,-2.006
2461,2461,114.02,22.00,Moderate Fog/Overcast,24.36,3.196
2466,2466,116.38,19.66,Moderate Fog/Overcast,152.26,-5.724
2471,2471,111.45,27.20,Moderate Fog/Overcast,27.78,-4.490
2476,2476,114.77,21.09,Moderate Fog/Overcast,68.96,-0.411
2481,2481,114.90,21.08,Moderate Fog/Overcast,190.80,11.173
2486,2486,112.66,24.64,Moderate Fog/Overcast,19.28,-1.391
2491,2491,114.21,32.53,Clear,63.12,4.906
2496,2496,115.39,23.36,Moderate Fog/Overcast,518.06,-24.439
2501,2501,117.19,18.82,Moderate Fog/Overcast,55.43,-4.553
2506,2506,115.91,19.99,Moderate Fog/Overcast,504.57,1.697
2511,2511,114.38,23.01,Moderate Fog/Overcast,211.27,-10.327
2516,2516,114.53,22.30,Moderate Fog/Overcast,35.42,-3.579
2521,2521,113.87,23.27,Moderate Fog/Overcast,202.59,-15.511
2526,2526,114.98,22.08,Moderate Fog/Overcast,131.38,1.269
2531,2531,117.59,21.59,Moderate Fog/Overcast,18.86,0.171
2536,2536,121.26,23.81,Moderate Fog/Overcast,36.64,-0.976
2541,2541,123.97,26.81,Moderate Fog/Overcast,20.53,0.197
2546,2546,124.50,29.47,Clear,57.96,0.946
2551,2551,124.69,35.87,Clear,32.96,1.587
2556,2556,118.24,37.39,Clear,43.46,1.367
2561,2561,122.81,35.51,Clear,349.98,18.492
2566,2566,126.97,35.23,Clear,184.97,-0.661
2571,2571,127.25,34.58,Clear,379.30,-2.433
2576,2576,126.92,30.61,Clear,48.66,0.134
2581,2581,126.82,29.65,Clear,91.94,-0.720
2586,2586,128.21,26.14,Moderate Fog/Overcast,692.46,0.915
2591,2591,128.18,31.67,Clear,44.67,1.551
2596,2596,129.14,26.36,Moderate Fog/Overcast,55.50,2.271
2601,2601,127.95,28.41,Clear,27.30,-1.884
2606,2606,124.32,32.67,Clear,51.77,0.856
2611,2611,129.40,31.10,Clear,42.07,0.549
2616,2616,123.96,35.13,Clear,32.03,0.609
2621,2621,126.70,29.50,Clear,145.77,-1.533
2626,2626,123.07,31.86,Clear,19.16,1.100
2631,2631,121.35,32.48,Clear,92.88,13.930
2636,2636,127.86,36.06,Clear,82.22,4.690
2641,2641,124.07,29.37,Clear,110.54,3.730
2646,2646,123.88,31.23,Clear,59.57,0.375
2651,2651,124.37,29.86,Clear,94.10,2.005
2656,2656,122.46,32.70,Clear,56.06,4.408
2661,2661,122.38,32.42,Clear,26.90,-0.112
2666,2666,123.53,29.35,Clear,28.17,-0.269
2671,2671,122.35,32.46,Clear,85.32,8.667
2676,2676,118.86,34.73,Clear,55.19,-1.100
2681,2681,119.92,31.96,Clear,42.97,-7.332
2686,2686,120.83,30.15,Clear,37.66,-0.794
2691,2691,121.10,30.05,Clear,27.68,2.142
2696,2696,117.28,39.42,Clear,319.42,-4.812
2701,2701,117.54,35.42,Clear,28.97,5.134
2706,2706,119.70,33.69,Clear,49.79,0.999
2711,2711,120.03,32.50,Clear,30.48,0.128
2716,2716,121.10,32.24,Clear,30.55,-1.476
2721,2721,119.61,32.36,Clear,36.53,0.052
2726,2726,116.46,35.61,Clear,51.99,4.545
2731,2731,114.22,47.84,Clear,33.94,-0.697
2736,2736,118.98,33.59,Clear,182.28,-1.099
2741,2741,120.04,34.20,Clear,551.78,1.392
2746,2746,121.53,32.29,Clear,32.06,3.720
2751,2751,122.08,30.89,Clear,41.76,-0.474
2756,2756,122.61,30.36,Clear,58.21,3.291
2761,2761,122.74,30.59,Clear,409.52,6.063
2766,2766,121.64,31.97,Clear,30.93,0.360
2771,2771,122.41,30.76,Clear,372.38,29.640
2776,2776,121.22,30.73,Clear,70.69,0.075
2781,2781,119.04,35.33,Clear,36.60,-0.734
2786,2786,123.61,30.78,Clear,219.20,-0.326
2791,2791,120.96,35.43,Clear,40.05,-1.092
2796,2796,124.27,31.65,Clear,27.54,-1.822
2801,2801,125.38,30.24,Clear,35.04,2.041
2806,2806,128.57,38.28,Clear,43.56,-3.451
2811,2811,125.80,30.68,Clear,38.29,-1.460
2816,2816,126.17,36.84,Clear,283.63,-1.151
2821,2821,130.46,32.10,Clear,65.93,-0.544
2826,2826,127.90,40.36,Clear,55.10,-2.304
2831,2831,129.66,36.94,Clear,93.24,0.988
2836,2836,131.66,32.78,Clear,38.75,-1.676
2841,2841,132.51,32.65,Clear,29.88,-2.325
2846,2846,133.26,32.06,Clear,133.68,1.326
2851,2851,132.49,33.32,Clear,43.21,0.076
2856,2856,131.06,34.38,Clear,56.15,-8.181
2861,2861,121.99,42.50,Clear,34.31,-2.991
2866,2866,130.60,34.28,Clear,41.04,-0.155
2871,2871,131.60,34.50,Clear,63.29,0.407
2876,2876,130.14,35.16,Clear,34.83,1.351
2881,2881,130.22,35.30,Clear,49.61,1.515
2886,2886,129.87,35.50,Clear,40.89,-0.436
2891,2891,128.75,37.16,Clear,102.46,1.424
2896,2896,129.36,35.66,Clear,24.47,0.149
2901,2901,129.09,35.81,Clear,48.65,-0.230
2906,2906,126.26,38.58,Clear,120.66,0.686
2911,2911,125.76,37.63,Clear,30.39,0.349
2916,2916,124.11,38.23,Clear,34.29,3.034
2921,2921,124.25,39.04,Clear,60.69,-1.084
2926,2926,125.35,39.66,Clear,35.17,-0.075
2931,2931,125.65,39.28,Clear,1255.09,0.294
2936,2936,124.99,40.27,Clear,30.18,-5.241
2941,2941,124.38,39.87,Clear,53.96,-4.903
2946,2946,123.68,39.46,Clear,27.32,-2.347
2951,2951,121.95,41.02,Clear,46.85,-8.218
2956,2956,122.54,39.97,Clear,33.67,-3.522
2961,2961,122.61,40.24,Clear,32.57,-5.811
2966,2966,119.04,42.03,Clear,31.88,-3.841
2971,2971,118.94,40.22,Clear,36.00,-2.548
2976,2976,117.90,40.61,Clear,31.96,-2.375
2981,2981,114.87,44.65,Clear,34.48,-5.893
2986,2986,117.87,40.21,Clear,58.87,-10.595
2991,2991,118.21,39.45,Clear,58.12,-10.531
2996,2996,118.24,39.88,Clear,51.34,-9.763
3001,3001,118.04,39.69,Clear,43.46,-7.887
3006,3006,115.06,44.93,Clear,32.32,-6.099
3011,3011,119.92,38.10,Clear,34.97,-2.401
3016,3016,116.78,40.23,Clear,32.11,-5.553
3021,3021,116.44,41.32,Clear,520.79,-5.215
3026,3026,120.07,41.38,Clear,36.67,2.534
3031,3031,122.57,43.58,Clear,329.37,1.233
3036,3036,120.85,46.79,Clear,27.29,-0.243
3041,3041,123.66,40.82,Clear,274.81,0.923
3046,3046,121.27,42.45,Clear,360.79,-0.822
3051,3051,119.62,44.85,Clear,82.93,0.292
3056,3056,66.94,34.32,Clear,9999.00,96.137
3061,3061,119.52,40.77,Clear,65.84,-9.067
3066,3066,116.21,42.59,Clear,31.77,-1.306
3071,3071,112.35,46.99,Clear,77.85,-12.063
3076,3076,115.56,41.10,Clear,76.67,0.951
3081,3081,117.97,38.32,Clear,25.72,-0.897
3086,3086,119.24,37.80,Clear,24.40,1.935
3091,3091,120.50,39.25,Clear,35.52,-1.536
3096,3096,123.42,36.74,Clear,203.30,7.026
3101,3101,116.52,35.98,Clear,27.18,2.556
3106,3106,115.39,35.30,Clear,30.39,-1.239
3111,3111,109.84,40.54,Clear,29.72,1.707
3116,3116,115.80,34.13,Clear,26.94,2.555
3121,3121,116.44,33.16,Clear,28.93,0.539
3126,3126,116.44,33.02,Clear,283.90,-1.209
3131,3131,114.54,35.94,Clear,33.04,0.633
3136,3136,116.61,33.46,Clear,39.34,2.467
3141,3141,116.25,33.73,Clear,32.46,0.150
3146,3146,114.06,33.43,Clear,30.56,0.317
3151,3151,113.72,32.20,Clear,36.75,2.581
3156,3156,108.62,36.36,Clear,59.89,3.186
3161,3161,112.04,32.54,Clear,64.57,2.139
3166,3166,112.80,35.25,Clear,31.72,2.750
3171,3171,114.36,32.51,Clear,33.50,5.723
3176,3176,112.79,33.10,Clear,37.26,1.336
3181,3181,114.76,32.48,Clear,34.19,-0.315
3186,3186,113.17,34.76,Clear,43.31,3.561
3191,3191,114.29,34.08,Clear,60.88,-0.546
3196,3196,115.76,38.79,Clear,30.00,-4.411
3201,3201,122.34,36.60,Clear,46.99,-8.574
3206,3206,122.73,37.18,Clear,30.24,-1.075
3211,3211,123.27,37.00,Clear,28.83,1.897
3216,3216,123.30,37.39,Clear,56.96,-4.365
3221,3221,122.53,38.48,Clear,170.70,-3.585
3226,3226,122.18,39.14,Clear,28.92,-1.344
3231,3231,122.55,38.69,Clear,38.54,-3.270
3236,3236,122.60,38.31,Clear,43.67,-4.013
3241,3241,123.36,37.30,Clear,66.63,-5.323
3246,3246,123.78,37.32,Clear,51.48,-4.769
3251,3251,123.14,37.54,Clear,25.02,2.430
3256,3256,123.83,38.01,Clear,39.59,-3.572
3261,3261,124.65,36.23,Clear,34.97,-1.162
3266,3266,123.50,37.56,Clear,32.27,-1.804
3271,3271,124.44,37.51,Clear,253.67,-1.654
3276,3276,125.32,36.37,Clear,43.92,-1.120
3281,3281,124.44,37.19,Clear,46.16,1.899
3286,3286,122.94,38.35,Clear,26.84,0.365
3291,3291,120.67,40.01,Clear,40.65,-0.648
3296,3296,118.40,42.22,Clear,27.18,3.536
3301,3301,78.63,53.69,Clear,358.84,18.771
3306,3306,117.92,40.13,Clear,31.83,2.401
3311,3311,117.62,42.69,Clear,72.19,1.442
3316,3316,120.86,41.75,Clear,36.22,-1.915
3321,3321,113.39,50.12,Clear,33.82,-0.336
3326,3326,112.04,48.81,Clear,71.48,-0.935
3331,3331,113.35,47.45,Clear,96.77,1.167
3336,3336,110.66,49.07,Clear,146.49,-0.588
3341,3341,111.40,49.17,Clear,29.08,-4.959
3346,3346,109.52,48.55,Clear,42.12,-7.807
3351,3351,112.29,48.85,Clear,42.46,-1.581
3356,3356,111.03,47.92,Clear,35.87,-2.069
3361,3361,112.42,48.59,Clear,63.90,4.523
3366,3366,103.01,53.99,Clear,73.08,-0.531
3371,3371,107.28,49.23,Clear,34.73,2.764
3376,3376,103.67,50.17,Clear,28.65,3.001
3381,3381,107.84,50.38,Clear,33.03,-0.386
3386,3386,110.64,48.34,Clear,85.62,-7.668
3391,3391,110.36,49.01,Clear,25.12,1.591
3396,3396,111.50,49.05,Clear,121.71,0.114
3401,3401,110.54,48.26,Clear,26.80,-2.423
3406,3406,106.79,50.73,Clear,31.46,-2.617
3411,3411,106.13,48.30,Clear,23.94,-0.156
3416,3416,105.63,48.59,Clear,38.11,2.775
3421,3421,104.15,50.77,Clear,51.72,4.651
3426,3426,106.71,49.12,Clear,48.78,1.335
3431,3431,107.04,48.98,Clear,34.83,2.568
3436,3436,105.88,48.97,Clear,30.52,3.954
3441,3441,110.07,47.49,Clear,48.26,1.653
3446,3446,108.38,51.22,Clear,66.24,-1.183
3451,3451,110.12,49.05,Clear,28.55,-0.459
3456,3456,110.18,49.65,Clear,37.05,2.291
3461,3461,108.81,51.21,Clear,30.61,5.428
3466,3466,110.94,48.15,Clear,985.61,-0.168
3471,3471,110.66,48.23,Clear,38.10,6.826
3476,3476,109.14,49.53,Clear,31.01,2.386
3481,3481,110.12,48.99,Clear,144.63,-2.334
3486,3486,111.85,50.55,Clear,237.91,-3.002
3491,3491,114.85,48.84,Clear,394.70,1.555
3496,3496,115.48,49.29,Clear,38.52,4.122
3501,3501,122.94,44.69,Clear,40.03,0.739
3506,3506,122.66,45.28,Clear,26.61,-1.904
3511,3511,121.36,46.24,Clear,42.10,-0.690
3516,3516,119.50,45.74,Clear,42.96,2.264
3521,3521,118.57,45.99,Clear,45.63,1.795
3526,3526,117.00,45.02,Clear,29.25,-0.275
3531,3531,119.34,47.47,Clear,39.11,-0.695
3536,3536,119.63,45.85,Clear,72.72,0.710
3541,3541,121.34,43.94,Clear,27.68,-2.097
3546,3546,123.83,42.60,Clear,34.85,-3.044
3551,3551,123.10,44.67,Clear,88.52,-1.029
3556,3556,123.10,44.43,Clear,27.65,-0.872
3561,3561,123.40,44.11,Clear,96.71,0.467
3566,3566,123.50,43.87,Clear,24.56,-1.579
3571,3571,123.61,44.13,Clear,99.87,-1.861
3576,3576,122.03,45.05,Clear,27.40,-3.904
3581,3581,126.18,37.08,Clear,126.97,-0.312
3586,3586,131.23,32.87,Clear,28.49,-3.076
3591,3591,133.17,30.66,Clear,48.06,-1.575
3596,3596,132.77,31.06,Clear,32.20,-2.445
3601,3601,133.44,30.45,Clear,120.45,-1.542
3606,3606,133.76,30.03,Clear,136.82,-0.205
3611,3611,133.45,30.51,Clear,64.99,-0.347
3616,3616,133.44,30.43,Clear,28.55,0.309
3621,3621,133.69,30.41,Clear,34.99,-0.565
3626,3626,133.47,30.25,Clear,123.86,-0.028
3631,3631,133.16,30.59,Clear,76.95,-1.153
3636,3636,127.10,40.28,Clear,46.05,-1.613
3641,3641,131.57,31.08,Clear,31.80,-0.266
3646,3646,132.29,31.06,Clear,38.65,-2.433
